"id","date","scheme_name","scheme_type","scheme_category","no_of_schemes","no_of_folios","fund_mobilized","repurchase_redemption","net_inflow_outflow","net_aum","avg_net_aum","no_of_segregated_portfolios","net_aum_in_segregated_portfolios"
164,"01-04-2022","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,8854201.0,3125.14,1575.45,1549.69,162311.32,163298.43,0.0,0.0
165,"01-04-2022","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,8100585.0,3063.63,1346.95,1716.68,109704.62,110550.86,0.0,0.0
166,"01-04-2022","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",8.0,572644.0,179.25,85.19,94.06,9768.91,9953.7,0.0,0.0
167,"01-04-2022","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,4061202.0,1447.57,703.2,744.37,79447.27,80512.45,0.0,0.0
168,"01-04-2022","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,5117009.0,2212.17,934.51,1277.66,96174.99,97994.65,0.0,0.0
169,"01-04-2022","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",118.0,12147243.0,7658.58,3815.07,3843.51,149571.13,150618.4,0.0,0.0
170,"01-04-2022","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",39.0,14005645.0,1787.74,1480.92,306.82,146077.96,149026.61,0.0,0.0
171,"01-04-2022","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,11791520.0,4391.54,2682.8,1708.75,223532.0,227847.39,0.0,0.0
172,"01-04-2022","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",21.0,506641.0,652.9,351.76,301.14,21334.06,21237.75,1.0,0.0
173,"01-04-2022","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",32.0,5076631.0,2603.71,1902.32,701.38,147615.67,149856.07,2.0,9.3273
174,"01-04-2022","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",25.0,4273085.0,3935.05,2392.05,1543.0,180129.26,182157.55,0.0,0.0
175,"01-04-2022","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",10.0,804549.0,486.61,276.59,210.03,19830.07,21140.74,0.0,0.0
176,"01-04-2022","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",25.0,500467.0,10585.04,6492.24,4092.8,99049.17,111752.82,0.0,0.0
177,"01-04-2022","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,358128.0,958.93,567.08,391.85,17042.66,17412.17,2.0,25.8129
178,"01-04-2022","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",25.0,2688576.0,172.0,109.27,62.73,16342.72,16536.42,0.0,0.0
179,"01-04-2022","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2895835.0,90.0,40.79,49.21,13019.21,13183.29,0.0,0.0
180,"01-04-2022","Index Funds","Open ended Schemes","Other Schemes",94.0,2546000.0,7190.77,1128.91,6061.86,73994.02,70977.74,0.0,0.0
181,"01-04-2022","GOLD ETF","Open ended Schemes","Other Schemes",11.0,4362502.0,1127.1,26.73,1100.37,20430.07,20265.19,0.0,0.0
182,"01-04-2022","Other ETFs","Open ended Schemes","Other Schemes",124.0,10882436.0,12652.65,3989.85,8662.8,412858.85,415637.41,0.0,0.0
183,"01-04-2022","Fund of funds investing overseas","Open ended Schemes","Other Schemes",46.0,1255645.0,366.22,303.51,62.71,20540.76,21557.65,0.0,0.0
184,"01-04-2022","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",181.0,133058.0,0.0,20326.62,-20326.62,27997.7,38271.22,0.0,0.0
185,"01-04-2022","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",11.0,23149.0,0.0,270.92,-270.92,1347.62,1471.51,0.0,0.0
186,"01-04-2022","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",8.0,80.0,0.0,0.0,0.0,2016.2,2007.42,0.0,0.0
187,"01-04-2022","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",0.0,0.0,0.0,60.6,-60.6,0.0,54.7,0.0,0.0
188,"01-04-2022","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",19.0,311781.0,0.0,24.74,-24.74,3654.21,3742.24,0.0,0.0
189,"01-04-2022","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",16.0,104018.0,0.0,217.86,-217.86,4265.3,4524.26,0.0,0.0
190,"01-04-2022","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,"01-04-2022","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",21.0,3000.0,0.0,139.33,-139.33,408.61,424.5,0.0,0.0
192,"01-04-2022","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"01-04-2022","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,"01-04-2023","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",32.0,659479.0,377180.36,371073.01,6107.35,102344.65,115719.43,0.0,0.0
195,"01-04-2023","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",36.0,1775399.0,312871.77,249652.44,63219.33,397785.67,426709.75,0.0,0.0
196,"01-04-2023","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,632337.0,21919.19,11256.59,10662.6,90295.37,87453.31,0.0,0.0
197,"01-04-2023","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,935894.0,11249.14,5785.89,5463.25,92765.19,89949.11,1.0,0.0
198,"01-04-2023","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,422740.0,31153.73,17192.77,13960.96,122783.89,119131.92,0.0,0.0
199,"01-04-2023","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,504524.0,3348.54,1565.73,1782.8,94187.95,93213.23,0.0,0.0
200,"01-04-2023","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,255984.0,514.18,508.53,5.66,27387.95,27268.21,3.0,0.0
201,"01-04-2023","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,106795.0,665.13,66.86,598.27,9610.3,9269.27,0.0,0.0
202,"01-04-2023","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",7.0,46138.0,123.73,54.04,69.69,9037.48,8905.11,0.0,0.0
203,"01-04-2023","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,230966.0,595.06,233.07,361.99,30010.05,29724.85,0.0,0.0
204,"01-04-2023","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,613934.0,2900.41,2848.13,52.28,132770.87,132173.39,0.0,0.0
205,"01-04-2023","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,243984.0,85.35,441.46,-356.12,24687.65,24783.33,3.0,0.0
206,"01-04-2023","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,295048.0,1033.04,1182.55,-149.52,81129.06,80713.59,0.0,0.0
207,"01-04-2023","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,177311.0,690.5,255.99,434.5,22170.54,21906.46,0.0,0.0
208,"01-04-2023","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",5.0,42343.0,582.91,29.35,553.56,4380.6,4188.67,0.0,0.0
209,"01-04-2023","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,234702.0,5741.67,1830.91,3910.76,57358.85,55050.01,0.0,0.0
210,"01-04-2023","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",19.0,4174058.0,1225.71,1019.44,206.27,70518.48,68925.96,0.0,0.0
211,"01-04-2023","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,12955752.0,2706.72,2654.09,52.63,244610.92,240355.41,0.0,0.0
212,"01-04-2023","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,7844968.0,2316.56,1577.85,738.71,133689.15,130685.16,0.0,0.0
213,"01-04-2023","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,10695532.0,3677.11,1886.13,1790.98,192564.46,188004.14,0.0,0.0
214,"01-04-2023","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,11125117.0,3592.7,1410.25,2182.44,142211.57,138013.19,0.0,0.0
215,"01-04-2023","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",9.0,730675.0,312.6,190.03,122.58,14471.62,14217.64,0.0,0.0
216,"01-04-2023","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,4714942.0,1254.75,963.66,291.1,94049.63,92198.81,0.0,0.0
217,"01-04-2023","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,5296509.0,1328.53,1459.44,-130.91,102984.98,100890.2,0.0,0.0
218,"01-04-2023","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",127.0,13228388.0,4233.47,3619.03,614.44,178977.88,175198.97,0.0,0.0
219,"01-04-2023","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",42.0,15279990.0,1523.09,1461.93,61.16,157972.09,154787.62,0.0,0.0
220,"01-04-2023","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",35.0,12715541.0,3230.27,2679.37,550.9,252500.26,246916.99,0.0,0.0
221,"01-04-2023","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",20.0,516833.0,215.16,420.14,-204.98,23351.93,23307.01,1.0,0.0
222,"01-04-2023","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",31.0,5304415.0,1491.22,1922.76,-431.54,158740.82,156742.56,2.0,9.3273
223,"01-04-2023","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",29.0,4443726.0,2964.87,3036.02,-71.15,196967.21,195105.78,0.0,0.0
224,"01-04-2023","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",11.0,1067029.0,752.39,307.66,444.73,27739.87,28705.42,0.0,0.0
225,"01-04-2023","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",26.0,444440.0,7908.02,4191.79,3716.23,71106.0,81242.95,0.0,0.0
226,"01-04-2023","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,359867.0,464.95,601.25,-136.3,16399.37,16759.93,2.0,25.8129
227,"01-04-2023","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",26.0,2762964.0,262.87,123.15,139.73,18730.74,18334.37,0.0,0.0
228,"01-04-2023","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2928945.0,103.05,49.2,53.84,14817.62,14576.75,0.0,0.0
229,"01-04-2023","Index Funds","Open ended Schemes","Other Schemes",181.0,4020423.0,2759.77,2612.41,147.37,171093.49,169690.32,0.0,0.0
230,"01-04-2023","GOLD ETF","Open ended Schemes","Other Schemes",13.0,4712199.0,270.59,146.06,124.54,22949.99,22909.38,0.0,0.0
231,"01-04-2023","Other ETFs","Open ended Schemes","Other Schemes",160.0,12110751.0,11873.9,5083.44,6790.45,502160.43,492705.07,0.0,0.0
232,"01-04-2023","Fund of funds investing overseas","Open ended Schemes","Other Schemes",50.0,1315347.0,211.12,328.26,-117.14,22638.85,22821.33,0.0,0.0
233,"01-04-2023","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",114.0,149489.0,0.0,973.17,-973.17,23623.12,24297.05,0.0,0.0
234,"01-04-2023","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",7.0,12654.0,0.0,0.0,0.0,646.04,642.73,0.0,0.0
235,"01-04-2023","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",7.0,52.0,0.0,0.0,0.0,1996.5,1990.97,0.0,0.0
236,"01-04-2023","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,"01-04-2023","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",19.0,296030.0,0.0,25.37,-25.37,3486.28,3442.27,0.0,0.0
238,"01-04-2023","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",8.0,29017.0,0.0,1179.44,-1179.44,1112.08,2085.65,0.0,0.0
239,"01-04-2023","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,"01-04-2023","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",12.0,2826.0,0.0,0.65,-0.65,1004.17,1002.11,0.0,0.0
241,"01-04-2023","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,"01-04-2023","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,"01-04-2024","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",35.0,862266.0,445523.22,424327.8,21195.42,83006.99,99602.27,0.0,0.0
244,"01-04-2024","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",36.0,1795314.0,418247.28,315495.78,102751.5,469040.53,498071.74,0.0,0.0
245,"01-04-2024","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",24.0,637892.0,25202.85,14097.52,11105.33,95225.38,92499.88,0.0,0.0
246,"01-04-2024","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,877232.0,16681.7,8924.11,7757.59,98542.8,95455.77,0.0,0.0
247,"01-04-2024","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,432420.0,61032.24,26948.12,34084.11,183988.46,171114.82,1.0,0.0
248,"01-04-2024","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,448556.0,4655.82,2122.42,2533.41,101875.26,101442.86,0.0,0.0
249,"01-04-2024","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,226970.0,212.0,637.0,-425.0,25590.1,25788.15,3.0,0.0
250,"01-04-2024","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,100474.0,143.25,95.86,47.39,10512.9,10521.02,0.0,0.0
251,"01-04-2024","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",9.0,66056.0,706.93,126.29,580.64,13199.66,13004.73,0.0,0.0
252,"01-04-2024","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,219635.0,1411.02,558.03,852.99,32376.67,31897.35,0.0,0.0
253,"01-04-2024","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,550184.0,5315.53,2323.2,2992.33,151020.91,150856.37,0.0,0.0
254,"01-04-2024","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",14.0,205509.0,49.18,408.14,-358.96,22846.5,22968.31,3.0,0.0
255,"01-04-2024","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,254666.0,784.88,1189.43,-404.55,80729.7,80645.97,0.0,0.0
256,"01-04-2024","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,188788.0,5630.39,420.15,5210.24,32325.63,29910.96,0.0,0.0
257,"01-04-2024","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",5.0,37674.0,417.11,67.67,349.44,5072.56,4985.17,0.0,0.0
258,"01-04-2024","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,214429.0,3059.72,1441.08,1618.64,53433.98,52923.44,0.0,0.0
259,"01-04-2024","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,6283413.0,4183.06,1459.19,2723.87,134861.19,130492.53,0.0,0.0
260,"01-04-2024","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,13858639.0,5481.82,5124.26,357.56,321048.1,317788.11,0.0,0.0
261,"01-04-2024","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,9458793.0,5025.86,2386.95,2638.91,218060.95,212926.27,0.0,0.0
262,"01-04-2024","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,14380224.0,5651.15,3858.09,1793.07,316222.62,308387.82,0.0,0.0
263,"01-04-2024","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,19402862.0,6232.29,4023.59,2208.7,266109.75,257589.34,0.0,0.0
264,"01-04-2024","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",9.0,901907.0,884.04,542.69,341.35,25216.76,24535.63,0.0,0.0
265,"01-04-2024","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",23.0,6348393.0,3662.96,1676.23,1986.73,157945.53,154296.33,0.0,0.0
266,"01-04-2024","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,5087570.0,2166.88,2494.92,-328.04,133904.73,131926.47,0.0,0.0
267,"01-04-2024","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",161.0,19067350.0,11839.93,6673.88,5166.05,313693.78,306118.03,0.0,0.0
268,"01-04-2024","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",42.0,16228330.0,2345.33,2489.37,-144.04,222263.37,218852.28,0.0,0.0
269,"01-04-2024","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",39.0,14535204.0,7893.75,5720.82,2172.93,364996.67,358641.66,0.0,0.0
270,"01-04-2024","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",19.0,538841.0,449.32,457.28,-7.97,27159.73,27017.41,1.0,0.0
271,"01-04-2024","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",31.0,5442365.0,2923.09,2906.0,17.09,202597.62,200018.88,2.0,9.3273
272,"01-04-2024","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",33.0,4655854.0,5204.88,3860.3,1344.57,256237.82,253244.68,0.0,0.0
273,"01-04-2024","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",23.0,2101004.0,4143.01,830.44,3312.56,74020.68,76256.89,0.0,0.0
274,"01-04-2024","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",27.0,504940.0,27706.15,13804.91,13901.25,166249.57,189328.27,0.0,0.0
275,"01-04-2024","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,415199.0,2658.38,1362.95,1295.43,31383.1,31281.86,2.0,25.8129
276,"01-04-2024","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",28.0,2881792.0,380.43,203.43,177.01,26265.82,25826.87,0.0,0.0
277,"01-04-2024","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",11.0,2988784.0,144.21,74.41,69.8,19775.87,19369.33,0.0,0.0
278,"01-04-2024","Index Funds","Open ended Schemes","Other Schemes",213.0,7983396.0,10027.34,3503.28,6524.06,223054.5,218151.16,0.0,0.0
279,"01-04-2024","GOLD ETF","Open ended Schemes","Other Schemes",17.0,5183711.0,704.04,1099.72,-395.69,32789.0,32855.41,0.0,0.0
280,"01-04-2024","Other ETFs","Open ended Schemes","Other Schemes",189.0,14029727.0,15447.36,9700.37,5746.99,682048.73,672950.76,0.0,0.0
281,"01-04-2024","Fund of funds investing overseas","Open ended Schemes","Other Schemes",55.0,1512123.0,232.85,603.26,-370.4,24591.9,24974.55,0.0,0.0
282,"01-04-2024","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",84.0,71056.0,0.0,392.06,-392.06,15651.94,15873.46,0.0,0.0
283,"01-04-2024","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,"01-04-2024","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",4.0,30.0,0.0,606.48,-606.48,1036.06,1032.68,0.0,0.0
285,"01-04-2024","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",1.0,209817.0,23.03,77.07,-54.04,5283.92,5292.32,0.0,0.0
286,"01-04-2024","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",18.0,276428.0,0.0,28.73,-28.73,4211.12,4153.99,0.0,0.0
287,"01-04-2024","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,"01-04-2024","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,"01-04-2024","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",12.0,2469.0,0.01,108.16,-108.15,429.11,487.05,0.0,0.0
290,"01-04-2024","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,"01-04-2024","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,"01-08-2019","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,27066.0,46662.9,47165.87,-502.96,15349.06,20717.54,"",""
293,"01-08-2019","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",40.0,1642412.0,1783635.67,1704207.46,79428.2,527472.56,549142.98,"",""
294,"01-08-2019","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,638945.0,12733.81,9904.56,2829.25,92951.12,90293.26,"",""
295,"01-08-2019","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,915412.0,7516.07,6721.95,794.12,85923.27,85168.51,"",""
296,"01-08-2019","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",19.0,310190.0,15376.03,11611.15,3764.88,69592.67,68226.49,"",""
297,"01-08-2019","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",28.0,284565.0,3852.64,2858.35,994.28,84128.83,83296.49,"",""
298,"01-08-2019","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",16.0,227175.0,551.33,1112.4,-561.08,32906.08,33147.96,"",""
299,"01-08-2019","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,107611.0,83.69,111.97,-28.27,10001.72,9987.26,"",""
300,"01-08-2019","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",2.0,24038.0,37.13,26.54,10.59,1421.96,1421.28,"",""
301,"01-08-2019","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",28.0,213482.0,376.18,443.45,-67.27,19053.16,19057.28,"",""
302,"01-08-2019","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,250280.0,5317.02,1738.75,3578.27,71285.55,69101.49,"",""
