"id","date","scheme_name","scheme_type","scheme_category","no_of_schemes","no_of_folios","fund_mobilized","repurchase_redemption","net_inflow_outflow","net_aum","avg_net_aum","no_of_segregated_portfolios","net_aum_in_segregated_portfolios"
1744,"01-06-2022","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",8.0,80.0,0.0,0.0,0.0,2035.51,2032.15,0.0,0.0
1745,"01-06-2022","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,"01-06-2022","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",19.0,309684.0,0.0,17.36,-17.36,3306.42,3343.54,0.0,0.0
1747,"01-06-2022","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",14.0,79199.0,0.0,0.01,-0.01,3072.41,3084.24,0.0,0.0
1748,"01-06-2022","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,"01-06-2022","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",12.0,2979.0,99.52,167.79,-68.27,928.74,940.96,0.0,0.0
1750,"01-06-2022","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,"01-06-2022","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,"01-06-2023","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",32.0,694136.0,416700.11,412072.18,4627.93,89223.42,104201.6,0.0,0.0
1753,"01-06-2023","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",36.0,1778066.0,383421.49,411966.94,-28545.45,419555.58,497239.17,0.0,0.0
1754,"01-06-2023","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,637819.0,18357.09,20243.66,-1886.57,97161.27,99418.43,0.0,0.0
1755,"01-06-2023","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,930843.0,10672.61,7314.64,3357.97,99019.05,96792.69,1.0,0.0
1756,"01-06-2023","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,428088.0,34749.13,27922.1,6827.03,140034.52,138006.29,0.0,0.0
1757,"01-06-2023","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,502719.0,1810.02,1997.09,-187.07,99138.83,99209.53,0.0,0.0
1758,"01-06-2023","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,254975.0,349.41,477.46,-128.05,27349.42,27483.14,3.0,0.0
1759,"01-06-2023","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,106555.0,93.92,117.05,-23.14,9883.63,9900.76,0.0,0.0
1760,"01-06-2023","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",7.0,47668.0,101.19,93.29,7.89,9183.13,9254.31,0.0,0.0
1761,"01-06-2023","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,232991.0,506.35,366.91,139.44,30210.28,30166.17,0.0,0.0
1762,"01-06-2023","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,610771.0,3077.68,2525.22,552.46,135476.03,135233.24,0.0,0.0
1763,"01-06-2023","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,238230.0,122.48,440.61,-318.13,24324.53,24479.58,3.0,0.0
1764,"01-06-2023","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,289473.0,504.82,1303.72,-798.9,81815.41,82064.98,0.0,0.0
1765,"01-06-2023","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,180688.0,628.87,232.55,396.32,22702.58,22504.66,0.0,0.0
1766,"01-06-2023","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",5.0,42164.0,67.46,72.2,-4.74,4230.47,4233.98,0.0,0.0
1767,"01-06-2023","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,232214.0,6193.17,4345.68,1847.49,58174.5,56859.02,0.0,0.0
1768,"01-06-2023","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",19.0,4281290.0,2331.48,1596.8,734.68,78415.29,76283.71,0.0,0.0
1769,"01-06-2023","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,12937115.0,3084.97,5134.58,-2049.61,259583.23,254471.92,0.0,0.0
1770,"01-06-2023","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,7986403.0,3533.76,2387.07,1146.69,148217.8,144273.15,0.0,0.0
1771,"01-06-2023","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,11049628.0,4800.96,3052.46,1748.51,218145.99,211811.37,0.0,0.0
1772,"01-06-2023","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",24.0,12267299.0,7357.35,1885.6,5471.75,168434.33,162184.19,0.0,0.0
1773,"01-06-2023","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",9.0,752821.0,582.84,185.24,397.59,16236.99,15669.63,0.0,0.0
1774,"01-06-2023","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",23.0,4936198.0,3482.84,1243.76,2239.08,104685.73,101451.32,0.0,0.0
1775,"01-06-2023","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,5232806.0,1877.97,2896.28,-1018.31,109698.36,107903.8,0.0,0.0
1776,"01-06-2023","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",130.0,13344178.0,5035.07,4575.81,459.25,196178.07,191586.55,0.0,0.0
1777,"01-06-2023","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",43.0,15301801.0,1574.12,2048.97,-474.86,171034.49,167341.38,0.0,0.0
1778,"01-06-2023","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",36.0,12784279.0,4380.38,4397.68,-17.3,272743.17,266987.02,0.0,0.0
1779,"01-06-2023","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",20.0,519553.0,498.78,388.64,110.14,24158.37,24019.1,1.0,0.0
1780,"01-06-2023","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",31.0,5291966.0,2217.6,2606.61,-389.01,166686.77,164481.63,2.0,9.3273
1781,"01-06-2023","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",29.0,4430919.0,3516.25,3730.78,-214.53,204997.11,202963.96,0.0,0.0
1782,"01-06-2023","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",13.0,1139849.0,1778.26,454.96,1323.3,31148.94,31587.77,0.0,0.0
1783,"01-06-2023","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",26.0,435281.0,9754.83,6389.07,3365.76,80625.35,93046.67,0.0,0.0
1784,"01-06-2023","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,362326.0,1038.88,623.35,415.52,17888.93,17879.99,2.0,25.8129
1785,"01-06-2023","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",26.0,2774489.0,234.07,155.46,78.61,20199.11,19820.51,0.0,0.0
1786,"01-06-2023","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2933164.0,116.35,69.28,47.08,15887.98,15628.44,0.0,0.0
1787,"01-06-2023","Index Funds","Open ended Schemes","Other Schemes",185.0,4495761.0,3458.51,4364.25,-905.74,175468.05,175540.56,0.0,0.0
1788,"01-06-2023","GOLD ETF","Open ended Schemes","Other Schemes",13.0,4752363.0,203.65,133.32,70.32,22339.39,22669.68,0.0,0.0
1789,"01-06-2023","Other ETFs","Open ended Schemes","Other Schemes",161.0,12124531.0,7638.46,4236.1,3402.35,538872.98,526095.63,0.0,0.0
1790,"01-06-2023","Fund of funds investing overseas","Open ended Schemes","Other Schemes",50.0,1348079.0,293.19,803.13,-509.94,23869.39,23844.3,0.0,0.0
1791,"01-06-2023","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",92.0,134471.0,0.0,2199.02,-2199.02,19564.33,20818.37,0.0,0.0
1792,"01-06-2023","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",3.0,2883.0,0.0,257.64,-257.64,119.12,170.26,0.0,0.0
1793,"01-06-2023","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",7.0,52.0,0.0,0.0,0.0,2055.17,2050.38,0.0,0.0
1794,"01-06-2023","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,"01-06-2023","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",19.0,292193.0,0.0,34.8,-34.8,3723.63,3643.66,0.0,0.0
1796,"01-06-2023","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",5.0,9876.0,0.0,357.89,-357.89,479.58,684.72,0.0,0.0
1797,"01-06-2023","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,"01-06-2023","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",12.0,2734.0,1.01,469.89,-468.88,246.94,356.33,0.0,0.0
1799,"01-06-2023","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,"01-06-2023","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1801,"01-06-2024","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",35.0,863087.0,450477.35,475620.07,-25142.72,65516.91,93316.68,0.0,0.0
1802,"01-06-2024","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",36.0,1778436.0,336828.14,417182.17,-80354.03,420256.2,501285.48,0.0,0.0
1803,"01-06-2024","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",24.0,631122.0,22051.64,24378.71,-2327.07,95660.2,98700.73,0.0,0.0
1804,"01-06-2024","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,847689.0,18070.42,15871.38,2199.04,102366.29,98861.54,0.0,0.0
1805,"01-06-2024","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,430454.0,58904.85,49314.57,9590.28,204137.14,197052.66,1.0,0.0
1806,"01-06-2024","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,438621.0,9147.48,10241.9,-1094.41,102081.52,102321.21,0.0,0.0
1807,"01-06-2024","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,219933.0,178.52,640.14,-461.62,24983.49,25128.07,3.0,0.0
1808,"01-06-2024","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,99224.0,229.08,101.12,127.96,10894.62,10826.79,0.0,0.0
1809,"01-06-2024","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",9.0,66641.0,433.72,152.43,281.29,14423.13,14183.57,0.0,0.0
1810,"01-06-2024","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,216403.0,470.69,823.01,-352.32,32569.23,32577.75,0.0,0.0
1811,"01-06-2024","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,541562.0,7207.24,10676.72,-3469.48,150648.39,151589.56,0.0,0.0
1812,"01-06-2024","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",14.0,197979.0,34.15,512.55,-478.4,22146.57,22348.71,3.0,0.0
1813,"01-06-2024","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,245334.0,1996.31,4817.87,-2821.56,78756.3,80191.39,0.0,0.0
1814,"01-06-2024","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,189771.0,1744.38,2957.37,-1212.99,31752.37,32969.72,0.0,0.0
1815,"01-06-2024","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",5.0,36681.0,49.92,895.46,-845.53,4487.7,4592.75,0.0,0.0
1816,"01-06-2024","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,210277.0,1199.79,2195.85,-996.05,52551.95,52891.78,0.0,0.0
1817,"01-06-2024","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",25.0,6857791.0,6962.05,2253.48,4708.57,154024.93,148415.51,0.0,0.0
1818,"01-06-2024","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,14129880.0,5723.74,4753.25,970.49,345361.65,337253.02,0.0,0.0
1819,"01-06-2024","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,9834494.0,5777.47,2865.27,2912.19,243589.39,236439.48,0.0,0.0
1820,"01-06-2024","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,15274241.0,7215.33,4687.49,2527.84,359426.17,349129.09,0.0,0.0
1821,"01-06-2024","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,20296496.0,6965.92,4702.44,2263.47,296408.45,287417.02,0.0,0.0
1822,"01-06-2024","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",9.0,952532.0,867.57,347.5,520.07,28229.29,27409.02,0.0,0.0
1823,"01-06-2024","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",23.0,6721735.0,4121.26,2094.21,2027.05,173897.51,168655.82,0.0,0.0
1824,"01-06-2024","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,5069662.0,2533.89,2820.52,-286.63,143382.38,140413.17,0.0,0.0
1825,"01-06-2024","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",172.0,22497544.0,30708.56,8356.86,22351.69,383271.19,363551.94,0.0,0.0
1826,"01-06-2024","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",42.0,16371644.0,1942.98,2388.35,-445.37,239021.86,233489.07,0.0,0.0
1827,"01-06-2024","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",39.0,15026296.0,8326.43,5267.62,3058.81,401386.07,390579.66,0.0,0.0
1828,"01-06-2024","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",19.0,542400.0,371.38,501.96,-130.57,27781.01,27634.34,1.0,0.0
1829,"01-06-2024","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",31.0,5480053.0,2776.59,2728.06,48.52,214271.76,210611.39,2.0,9.3273
1830,"01-06-2024","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",33.0,4722817.0,4941.23,4297.07,644.16,269771.88,266427.95,0.0,0.0
1831,"01-06-2024","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",24.0,2340890.0,4676.66,1223.54,3453.12,83719.98,86461.9,0.0,0.0
1832,"01-06-2024","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",27.0,519317.0,24395.79,20559.21,3836.58,180070.71,208890.24,0.0,0.0
1833,"01-06-2024","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,424433.0,2378.66,1375.74,1002.92,34154.42,33952.43,2.0,25.8129
1834,"01-06-2024","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",29.0,2923859.0,329.18,204.12,125.06,28713.15,28074.92,0.0,0.0
1835,"01-06-2024","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",11.0,2996772.0,144.51,85.48,59.03,21248.69,20785.02,0.0,0.0
1836,"01-06-2024","Index Funds","Open ended Schemes","Other Schemes",219.0,8730472.0,9393.46,4321.64,5071.82,243481.96,238259.84,0.0,0.0
1837,"01-06-2024","GOLD ETF","Open ended Schemes","Other Schemes",17.0,5409986.0,752.43,26.27,726.16,34355.74,34018.11,0.0,0.0
1838,"01-06-2024","Other ETFs","Open ended Schemes","Other Schemes",195.0,14907694.0,18275.65,9141.59,9134.06,744584.99,724458.07,0.0,0.0
1839,"01-06-2024","Fund of funds investing overseas","Open ended Schemes","Other Schemes",55.0,1453281.0,182.23,512.47,-330.24,25887.37,25716.81,0.0,0.0
1840,"01-06-2024","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",79.0,67806.0,0.0,440.26,-440.26,15170.28,15326.93,0.0,0.0
1841,"01-06-2024","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,"01-06-2024","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",4.0,30.0,0.0,0.0,0.0,1049.7,1046.46,0.0,0.0
1843,"01-06-2024","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",1.0,205732.0,17.75,68.26,-50.51,5432.45,5385.06,0.0,0.0
1844,"01-06-2024","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",18.0,273632.0,0.0,35.23,-35.23,4494.89,4389.31,0.0,0.0
1845,"01-06-2024","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,"01-06-2024","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,"01-06-2024","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",12.0,2415.0,0.01,1.75,-1.74,162.03,196.82,0.0,0.0
1848,"01-06-2024","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,"01-06-2024","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,"01-03-2020","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",30.0,86255.0,798847.98,772194.39,26653.59,80174.2,90511.31,"",""
1851,"01-03-2020","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",39.0,1815547.0,395180.16,505217.22,-110037.06,334725.33,382240.34,"",""
1852,"01-03-2020","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",29.0,650202.0,11796.48,40849.46,-29052.98,72226.36,87634.94,"",""
1853,"01-03-2020","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,963640.0,10003.78,29924.91,-19921.13,81371.17,92105.77,"",""
1854,"01-03-2020","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,350429.0,16244.46,43646.77,-27402.3,57016.65,74256.44,"",""
1855,"01-03-2020","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",28.0,359856.0,4811.7,15850.23,-11038.53,93444.33,99010.33,"",""
1856,"01-03-2020","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",18.0,221149.0,671.9,2836.03,-2164.14,28290.3,29623.72,"",""
1857,"01-03-2020","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",14.0,108506.0,182.25,774.3,-592.06,9804.8,9805.2,"",""
1858,"01-03-2020","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",2.0,27215.0,92.52,35.87,56.65,1669.58,1651.42,"",""
1859,"01-03-2020","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",29.0,215543.0,847.16,1680.22,-833.06,18115.97,18621.47,"",""
1860,"01-03-2020","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,391721.0,4902.36,8693.37,-3791.01,81729.8,83261.47,"",""
1861,"01-03-2020","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,461927.0,710.44,6279.23,-5568.79,55380.52,58361.77,"",""
1862,"01-03-2020","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",19.0,170392.0,4563.03,10867.47,-6304.44,72475.88,75147.36,"",""
1863,"01-03-2020","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,116938.0,1400.8,654.09,746.71,9284.98,8923.4,"",""
1864,"01-03-2020","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",4.0,34206.0,138.54,55.0,83.54,941.41,895.48,"",""
1865,"01-03-2020","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",7.0,162058.0,2398.66,8148.28,-5749.61,32490.43,35860.38,"",""
1866,"01-03-2020","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",34.0,9264215.0,5714.0,3445.63,2268.37,113908.49,127487.34,"",""
1867,"01-03-2020","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",29.0,10028315.0,6863.56,4803.0,2060.56,113541.27,126269.42,"",""
1868,"01-03-2020","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,4735650.0,2063.11,1203.72,859.38,42971.98,48656.06,"",""
1869,"01-03-2020","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,6498964.0,3515.82,2282.64,1233.17,65804.85,75890.71,"",""
1870,"01-03-2020","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",23.0,5128434.0,1777.67,1615.17,162.5,35832.02,42436.53,"",""
1871,"01-03-2020","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",6.0,470525.0,21.43,50.52,-29.09,3282.01,3521.43,"",""
1872,"01-03-2020","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",17.0,4131763.0,2145.89,1317.39,828.5,39459.52,44169.86,"",""
1873,"01-03-2020","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,3570651.0,3202.72,1208.28,1994.44,39071.92,43178.89,"",""
1874,"01-03-2020","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",96.0,6528979.0,2616.85,1823.04,793.81,49844.14,55337.26,"",""
1875,"01-03-2020","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",43.0,12335172.0,2188.14,637.04,1551.1,74791.5,83199.02,"",""
1876,"01-03-2020","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",22.0,386103.0,62.94,468.74,-405.8,11189.67,11603.79,"",""
1877,"01-03-2020","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",33.0,5272614.0,2092.39,3607.97,-1515.57,100990.17,111519.18,"",""
1878,"01-03-2020","Dynamic Asset Allocation/Balanced Advantage","Open ended Schemes","Hybrid Schemes",23.0,2657247.0,2516.92,2774.06,-257.14,77091.39,83711.23,"",""
1879,"01-03-2020","Multi Asset Allocation","Open ended Schemes","Hybrid Schemes",8.0,631330.0,551.72,276.36,275.36,9439.41,11407.58,"",""
1880,"01-03-2020","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",25.0,296071.0,6389.17,40156.42,-33767.24,52210.31,72883.83,"",""
1881,"01-03-2020","Equity Savings","Open ended Schemes","Hybrid Schemes",23.0,329350.0,94.07,883.25,-789.18,11228.91,12230.96,"",""
1882,"01-03-2020","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",24.0,2544753.0,165.85,132.14,33.71,8507.08,9079.13,"",""
1883,"01-03-2020","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",9.0,2892087.0,56.02,20.67,35.36,7192.19,7665.42,"",""
1884,"01-03-2020","Index Funds","Open ended Schemes","Other Schemes",32.0,544075.0,2504.79,428.32,2076.48,8089.01,7662.69,"",""
1885,"01-03-2020","GOLD ETF","Open ended Schemes","Other Schemes",11.0,526671.0,243.49,438.44,-194.95,7949.07,7794.46,"",""
1886,"01-03-2020","Other ETFs","Open ended Schemes","Other Schemes",76.0,1899781.0,13539.65,8704.76,4834.89,146462.68,156551.34,"",""
1887,"01-03-2020","Fund of funds investing overseas","Open ended Schemes","Other Schemes",28.0,189784.0,300.06,103.18,196.88,2734.36,2696.94,"",""
1888,"01-03-2020","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",742.0,851658.0,671.37,156.51,514.86,140594.53,140039.68,"",""
1889,"01-03-2020","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",31.0,107535.0,45.73,368.78,-323.05,4209.97,4225.35,"",""
1890,"01-03-2020","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",9.0,89.0,0.0,0.0,0.0,2391.37,2399.47,"",""
1891,"01-03-2020","Other Debt","Close Ended Schemes","Income/Debt Oriented Schemes",33.0,83390.0,0.0,0.0,-0.0,3426.88,3568.85,"",""
1892,"01-03-2020","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",25.0,470566.0,0.0,11.72,-11.72,3044.95,3450.6,"",""
1893,"01-03-2020","Others","Close Ended Schemes","Growth/Equity Oriented Schemes",86.0,1230807.0,0.0,226.15,-226.15,21408.9,23921.21,"",""
1894,"01-03-2020","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
1895,"01-03-2020","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",23.0,3888.0,0.04,21.98,-21.95,392.65,413.25,"",""
1896,"01-03-2020","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
1897,"01-03-2020","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
1898,"01-03-2021","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",30.0,123221.0,348834.22,343807.07,5027.15,71008.51,89119.4,0.0,0.0
1899,"01-03-2021","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",38.0,2228970.0,315768.36,335152.04,-19383.68,336598.22,367556.59,0.0,0.0
1900,"01-03-2021","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",28.0,799537.0,15848.92,22579.99,-6731.08,91997.51,95646.06,0.0,0.0
1901,"01-03-2021","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,1226301.0,24565.36,40412.69,-15847.34,129767.39,134496.54,3.0,11.92
1902,"01-03-2021","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",18.0,484464.0,28431.97,35469.7,-7037.73,89757.88,94943.98,0.0,0.0
1903,"01-03-2021","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",27.0,698566.0,6128.83,15153.97,-9025.14,145661.89,148687.61,3.0,11.24
1904,"01-03-2021","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",16.0,299850.0,1903.61,1318.09,585.51,31740.48,31223.46,7.0,327.34
1905,"01-03-2021","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,123703.0,583.28,1037.86,-454.58,10390.09,10298.8,1.0,15.4
1906,"01-03-2021","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",2.0,29840.0,72.43,29.98,42.45,2577.98,2522.59,0.0,0.0
1907,"01-03-2021","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,285119.0,3596.19,1770.55,1825.65,27551.97,25940.7,4.0,128.58
1908,"01-03-2021","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,713303.0,11432.01,8877.95,2554.06,160125.48,155822.85,0.0,0.0
